epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,2699.44,1.43638,1.12133,1.02197,0.86745,0.72721,0.82626,0.4144,1.91009,1.16735,1.10565,0.001032,0.001032,0.001032
24,2817.17,1.56358,1.16314,1.04999,0.91757,0.82468,0.89831,0.48535,1.56345,1.10562,1.02572,0.000988,0.000988,0.000988
25,2934.9,1.41628,1.0747,0.9953,0.90917,0.74149,0.8217,0.41954,1.84335,1.14616,1.0893,0.000944,0.000944,0.000944
26,3051.97,1.45384,1.07693,1.02465,0.84897,0.77778,0.83437,0.44677,1.6804,1.1701,1.0747,0.0009,0.0009,0.0009
27,3169.16,1.48421,1.10014,1.01252,0.90033,0.88889,0.90006,0.47689,1.60127,1.06072,1.02368,0.000856,0.000856,0.000856
28,3286.5,1.4272,1.02767,1.02773,0.92964,0.7963,0.86462,0.46219,1.65022,1.07906,1.04934,0.000812,0.000812,0.000812
29,3404.04,1.3937,0.98263,0.99014,0.94817,0.81481,0.91164,0.49658,1.50239,1.04421,0.99511,0.000768,0.000768,0.000768
30,3521.69,1.38149,0.96851,1.00023,0.85843,0.72222,0.78036,0.35186,2.03632,1.23118,1.12598,0.000724,0.000724,0.000724
31,3639.26,1.41577,0.96748,1.03386,0.87331,0.83333,0.84135,0.48331,1.41446,1.08224,0.99449,0.00068,0.00068,0.00068
32,3756.98,1.35051,0.93639,0.99032,0.88381,0.84523,0.85073,0.44957,1.62382,1.03494,1.01031,0.000636,0.000636,0.000636
33,3874.36,1.3289,0.92312,0.99488,0.88816,0.88243,0.88211,0.4796,1.45448,0.94009,0.98101,0.000592,0.000592,0.000592
34,3991.56,1.31475,0.89918,1.00947,0.93961,0.92593,0.9394,0.50762,1.47026,0.95323,0.97987,0.000548,0.000548,0.000548
35,4108.68,1.34351,0.91112,0.9934,0.90267,0.85886,0.90842,0.48415,1.612,0.96003,1.01572,0.000504,0.000504,0.000504
36,4226.05,1.30937,1.03849,1.0059,0.82105,0.84966,0.8427,0.45123,1.62771,1.02173,1.05344,0.00046,0.00046,0.00046
37,4343.45,1.3481,1.02283,1.01278,0.90526,0.85185,0.87913,0.49081,1.45603,0.96948,0.99491,0.000416,0.000416,0.000416
38,4460.86,1.25362,0.94299,1.00501,0.84426,0.90741,0.90448,0.5084,1.52406,0.94881,1.00572,0.000372,0.000372,0.000372
39,4578.17,1.26195,0.96,1.00511,0.81235,0.88195,0.86869,0.45716,1.71156,1.01009,1.05807,0.000328,0.000328,0.000328
40,4695.55,1.24607,0.95468,0.96631,0.90123,0.87037,0.90643,0.51151,1.45527,0.93326,1.00112,0.000284,0.000284,0.000284
41,4812.7,1.20084,0.91217,0.97149,0.92153,0.86991,0.91732,0.53065,1.40322,0.90247,0.97521,0.00024,0.00024,0.00024
42,4929.97,1.20622,0.91903,0.96472,0.91755,0.87037,0.90097,0.50204,1.48891,0.88837,0.98981,0.000196,0.000196,0.000196
43,5047.19,1.20067,0.89621,0.97846,0.87752,0.83333,0.87054,0.50507,1.44465,0.89248,0.99293,0.000152,0.000152,0.000152
44,5163.78,1.16744,0.87839,0.97224,0.87967,0.83333,0.84586,0.50533,1.40805,0.87765,0.99099,0.000108,0.000108,0.000108
45,5280.54,1.15162,0.86241,0.96025,0.87413,0.85185,0.85723,0.50849,1.38079,0.86436,0.97903,6.4e-05,6.4e-05,6.4e-05
